"ref","PTT","OVF","CNT","TX_DATE","DE_DATE","SURF_DUR","DIVE_DUR","N_SURF_DUR","DEP_OFF","MAX_DEP","D1","D2","D3","D4","V1","V2","V3","V4","V5","D_DIST","LAT","LON","TRAVEL_R","HOMEDIST","START_LAT","START_LON","BOTTOM","T1","T2","T3","T4","D_SPEED","N_DEPTHS","N_SPEEDS","DEPTH_STR","SPEED_STR","PROPN_STR","PERCENT_AREA","SUNALT","SUNRISE","SUNSET","RESIDUAL","GRP_NUMBER"
"cr2_KJ_01",13361,,2,,8/3/2001 11:40:38,82,207,,,61.50,33.00,61.50,45.00,36.00,0.50,1.40,1.45,,,,-67.75,-69.35,1.09,90.12,-67.75,-69.34,131,11.10,31.70,60.30,69.80,,4,3,"  33.0,  61.5,  45.0,  36.0"," 0.50, 1.40, 1.45","11.1,31.7,60.3,69.8",57.10,-11.10,8/3/2001 13:48:53,8/3/2001 19:38:11,8.00,255
"cr2_KJ_01",13361,,2,,8/3/2001 11:46:57,462,297,,,145.50,45.00,85.50,145.50,121.50,1.35,1.35,1.45,,,,-67.75,-69.35,1.07,90.18,-67.75,-69.35,131,12.60,26.90,47.60,71.40,,4,3,"  45.0,  85.5, 145.5, 121.5"," 1.35, 1.35, 1.45","12.6,26.9,47.6,71.4",60.30,-10.70,8/3/2001 13:48:53,8/3/2001 19:38:14,24.00,255
"cr2_KJ_01",13361,,1,,8/3/2001 12:03:46,134,207,,,55.50,51.00,55.50,30.00,15.00,1.30,1.40,1.40,,,,-67.74,-69.37,1.02,90.34,-67.74,-69.36,186,22.20,26.90,47.60,73.00,,4,3,"  51.0,  55.5,  30.0,  15.0"," 1.30, 1.40, 1.40","22.2,26.9,47.6,73.0",44.40,-9.10,8/3/2001 13:48:51,8/3/2001 19:38:23,16.00,255
"cr2_KJ_01",13361,,1,,8/3/2001 12:11:45,118,345,,,109.50,67.50,97.50,109.50,85.50,1.10,1.30,1.40,,,,-67.74,-69.37,0.99,90.41,-67.74,-69.37,186,12.60,33.30,69.80,82.50,,4,3,"  67.5,  97.5, 109.5,  85.5"," 1.10, 1.30, 1.40","12.6,33.3,69.8,82.5",71.40,-8.60,8/3/2001 13:48:50,8/3/2001 19:38:26,24.00,255
"cr2_KJ_01",13361,,1,,8/3/2001 12:18:38,82,297,,,139.50,109.50,139.50,133.50,91.50,1.55,1.50,1.73,,,,-67.73,-69.38,0.97,90.48,-67.74,-69.38,186,23.80,41.20,49.20,74.60,,4,3," 109.5, 139.5, 133.5,  91.5"," 1.55, 1.50, 1.73","23.8,41.2,49.2,74.6",65.00,-8.00,8/3/2001 13:48:49,8/3/2001 19:38:30,24.00,255
"cr2_KJ_01",13361,,1,,8/3/2001 12:24:39,270,279,,,115.50,79.50,109.50,115.50,109.50,1.50,1.30,1.45,,,,-67.73,-69.39,0.95,90.53,-67.73,-69.38,186,22.20,49.20,66.60,73.00,,4,3,"  79.5, 109.5, 115.5, 109.5"," 1.50, 1.30, 1.45","22.2,49.2,66.6,73.0",68.20,-7.40,8/3/2001 13:48:49,8/3/2001 19:38:33,24.00,255
"cr2_KJ_01",13361,,2,,8/3/2001 12:29:40,20,60,,,6.00,6.00,6.00,6.00,6.00,1.25,1.40,1.40,,,,-67.73,-69.39,0.93,90.58,-67.73,-69.39,186,19.00,46.00,58.70,73.00,,4,3,"   6.0,   6.0,   6.0,   6.0"," 1.25, 1.40, 1.40","19.0,46.0,58.7,73.0",68.20,-6.70,8/3/2001 13:48:48,8/3/2001 19:38:38,0.00,255
"cr2_KJ_01",13361,,2,,8/3/2001 12:30:48,66,48,,,18.00,9.00,18.00,18.00,9.00,1.40,1.00,0.90,,,,-67.73,-69.39,0.93,90.59,-67.73,-69.39,270,23.80,49.20,49.20,74.60,,4,3,"   9.0,  18.0,  18.0,   9.0"," 1.40, 1.00, 0.90","23.8,49.2,49.2,74.6",44.40,-6.60,8/3/2001 13:48:48,8/3/2001 19:38:38,0.00,255
"cr2_KJ_01",13361,,2,,8/3/2001 12:36:26,334,297,,,127.50,109.50,127.50,121.50,73.50,1.40,1.40,1.45,,,,-67.73,-69.40,0.91,90.64,-67.73,-69.39,270,25.30,44.40,65.00,84.10,,4,3," 109.5, 127.5, 121.5,  73.5"," 1.40, 1.40, 1.45","25.3,44.4,65.0,84.1",71.40,-6.50,8/3/2001 13:48:48,8/3/2001 19:38:39,16.00,255
"cr2_KJ_01",13361,,2,,8/3/2001 12:42:36,198,36,,,9.00,6.00,6.00,9.00,9.00,1.35,1.05,0.45,,,,-67.72,-69.40,0.89,90.70,-67.72,-69.40,371,20.60,42.80,65.00,65.00,,4,3,"   6.0,   6.0,   9.0,   9.0"," 1.35, 1.05, 0.45","20.6,42.8,65.0,65.0",55.50,-5.60,8/3/2001 13:48:47,8/3/2001 19:38:44,0.00,255
"cr2_KJ_01",13361,,1,,8/3/2001 12:51:10,50,267,,,33.00,33.00,15.00,21.00,15.00,0.45,0.95,1.25,,,,-67.72,-69.41,0.86,90.78,-67.72,-69.40,371,20.60,31.70,47.60,60.30,,4,3,"  33.0,  15.0,  21.0,  15.0"," 0.45, 0.95, 1.25","20.6,31.7,47.6,60.3",39.60,-5.30,8/3/2001 13:48:46,8/3/2001 19:38:47,8.00,255
"cr2_KJ_01",13361,,1,,8/3/2001 12:53:06,238,66,,,9.00,9.00,9.00,9.00,6.00,1.50,1.05,0.95,,,,-67.72,-69.41,0.86,90.80,-67.72,-69.41,371,22.20,22.20,46.00,69.80,,4,3,"   9.0,   9.0,   9.0,   6.0"," 1.50, 1.05, 0.95","22.2,22.2,46.0,69.8",61.90,-4.90,8/3/2001 13:48:46,8/3/2001 19:38:50,0.00,255
"cr2_KJ_01",13361,,1,,8/3/2001 13:42:18,102,609,,,250.50,238.50,250.50,226.50,226.50,1.55,0.80,1.40,,,,-67.70,-69.45,0.70,91.26,-67.70,-69.44,256,17.40,23.80,61.90,77.70,,4,3," 238.5, 250.5, 226.5, 226.5"," 1.55, 0.80, 1.40","17.4,23.8,61.9,77.7",74.60,-2.00,8/3/2001 13:48:42,8/3/2001 19:39:10,24.00,255
"cr2_KJ_01",13361,,1,,8/3/2001 13:53:21,166,561,,,250.50,214.50,250.50,214.50,27.00,1.73,1.05,1.15,,,,-67.70,-69.45,0.67,91.10,-67.70,-69.46,256,12.60,39.60,73.00,93.60,,4,3," 214.5, 250.5, 214.5,  27.0"," 1.73, 1.05, 1.15","12.6,39.6,73.0,93.6",73.00,-1.20,8/3/2001 13:48:41,8/3/2001 19:39:17,24.00,255
"cr2_KJ_01",13361,,1,,8/3/2001 14:07:30,150,633,,,352.50,322.50,352.50,310.50,286.50,1.50,0.65,1.15,,,,-67.70,-69.44,0.64,90.77,-67.70,-69.45,256,25.30,42.80,63.40,68.20,,4,3," 322.5, 352.5, 310.5, 286.5"," 1.50, 0.65, 1.15","25.3,42.8,63.4,68.2",66.60,-0.40,8/3/2001 13:48:38,8/3/2001 19:39:16,24.00,255
"cr2_KJ_01",13361,,1,,8/3/2001 14:24:45,166,885,,,376.50,352.50,376.50,334.50,322.50,1.40,0.65,1.15,,,,-67.69,-69.44,0.60,90.37,-67.70,-69.44,256,20.60,28.50,38.00,76.10,,4,3," 352.5, 376.5, 334.5, 322.5"," 1.40, 0.65, 1.15","20.6,28.5,38.0,76.1",68.20,0.40,8/3/2001 13:48:36,8/3/2001 19:39:16,24.00,255
"cr2_KJ_01",13361,,1,,8/3/2001 14:39:14,166,693,,,352.50,139.50,322.50,352.50,322.50,1.25,0.75,1.15,,,,-67.69,-69.43,0.56,90.03,-67.69,-69.43,257,7.90,23.80,60.30,66.60,,4,3," 139.5, 322.5, 352.5, 322.5"," 1.25, 0.75, 1.15"," 7.9,23.8,60.3,66.6",66.60,1.40,8/3/2001 13:48:32,8/3/2001 19:39:15,24.00,255
"cr2_KJ_01",13361,,1,,8/3/2001 14:54:21,198,741,,,352.50,139.50,334.50,352.50,322.50,1.30,0.80,1.30,,,,-67.69,-69.42,0.53,89.68,-67.69,-69.43,303,7.90,25.30,46.00,71.40,,4,3," 139.5, 334.5, 352.5, 322.5"," 1.30, 0.80, 1.30"," 7.9,25.3,46.0,71.4",66.60,2.10,8/3/2001 13:48:30,8/3/2001 19:39:14,24.00,255
"cr2_KJ_01",13361,,1,,8/3/2001 15:09:14,166,741,,,352.50,322.50,334.50,352.50,322.50,1.30,0.60,1.30,,,,-67.69,-69.41,0.49,89.33,-67.69,-69.42,303,22.20,47.60,66.60,73.00,,4,3," 322.5, 334.5, 352.5, 322.5"," 1.30, 0.60, 1.30","22.2,47.6,66.6,73.0",66.60,2.70,8/3/2001 13:48:27,8/3/2001 19:39:13,24.00,255
"cr2_KJ_01",13361,,1,,8/3/2001 15:24:21,238,741,,,400.50,127.50,376.50,400.50,352.50,1.15,0.75,1.35,,,,-67.69,-69.41,0.46,88.98,-67.69,-69.41,303,7.90,26.90,47.60,71.40,,4,3," 127.5, 376.5, 400.5, 352.5"," 1.15, 0.75, 1.35"," 7.9,26.9,47.6,71.4",65.00,3.30,8/3/2001 13:48:24,8/3/2001 19:39:13,24.00,255
"cr2_KJ_01",13361,,2,,8/3/2001 15:42:42,198,837,,,400.50,376.50,400.50,400.50,352.50,1.35,0.55,1.20,,,,-67.69,-69.40,0.42,88.55,-67.69,-69.40,303,23.80,41.20,52.30,71.40,,4,3," 376.5, 400.5, 400.5, 352.5"," 1.35, 0.55, 1.20","23.8,41.2,52.3,71.4",65.00,3.80,8/3/2001 13:48:21,8/3/2001 19:39:12,24.00,255
"cr2_KJ_01",13361,,2,,8/3/2001 15:51:21,302,321,,,109.50,48.00,97.50,109.50,73.50,1.05,1.05,1.20,,,,-67.69,-69.39,0.40,88.34,-67.69,-69.40,315,6.30,20.60,30.10,65.00,,4,3,"  48.0,  97.5, 109.5,  73.5"," 1.05, 1.05, 1.20"," 6.3,20.6,30.1,65.0",66.60,4.30,8/3/2001 13:48:18,8/3/2001 19:39:11,24.00,255
"cr2_KJ_01",13361,,1,,8/3/2001 16:12:02,238,933,,,424.50,400.50,400.50,424.50,376.50,1.20,0.60,1.20,,,,-67.68,-69.38,0.35,87.86,-67.69,-69.39,328,28.50,39.60,44.40,73.00,,4,3," 400.5, 400.5, 424.5, 376.5"," 1.20, 0.60, 1.20","28.5,39.6,44.4,73.0",58.70,4.50,8/3/2001 13:48:16,8/3/2001 19:39:10,24.00,255
"cr2_KJ_01",13361,,1,,8/3/2001 16:17:39,182,99,,,24.00,15.00,21.00,24.00,21.00,0.85,0.85,0.85,,,,-67.68,-69.38,0.33,87.73,-67.68,-69.38,328,11.10,39.60,71.40,79.30,,4,3,"  15.0,  21.0,  24.0,  21.0"," 0.85, 0.85, 0.85","11.1,39.6,71.4,79.3",65.00,4.80,8/3/2001 13:48:12,8/3/2001 19:39:10,0.00,255
"cr2_KJ_01",13361,,1,,8/3/2001 16:32:09,462,609,,,400.50,334.50,400.50,352.50,121.50,1.30,0.95,1.05,,,,-67.68,-69.37,0.30,87.39,-67.68,-69.38,328,28.50,44.40,65.00,85.70,,4,3," 334.5, 400.5, 352.5, 121.5"," 1.30, 0.95, 1.05","28.5,44.4,65.0,85.7",60.30,4.90,8/3/2001 13:48:11,8/3/2001 19:39:09,24.00,255
"cr2_KJ_01",13361,,1,,8/3/2001 16:43:44,16,66,,,15.00,12.00,15.00,15.00,12.00,0.45,0.55,0.85,,,,-67.68,-69.37,0.27,87.12,-67.68,-69.37,328,22.20,39.60,46.00,69.80,,4,3,"  12.0,  15.0,  15.0,  12.0"," 0.45, 0.55, 0.85","22.2,39.6,46.0,69.8",55.50,5.00,8/3/2001 13:48:07,8/3/2001 19:39:08,0.00,255
"cr2_KJ_01",13361,,1,,8/3/2001 16:44:12,462,12,,,6.00,6.00,6.00,6.00,6.00,0.45,0.90,4.73,,,,-67.68,-69.37,0.27,87.11,-67.68,-69.37,328,23.80,23.80,49.20,74.60,,4,3,"   6.0,   6.0,   6.0,   6.0"," 0.45, 0.90, 4.73","23.8,23.8,49.2,74.6",52.30,5.00,8/3/2001 13:48:07,8/3/2001 19:39:08,0.00,255
"cr2_KJ_01",13361,,2,,8/3/2001 16:55:30,150,60,,,6.00,6.00,6.00,6.00,6.00,0.90,1.10,0.95,,,,-67.68,-69.36,0.25,86.85,-67.68,-69.36,280,12.60,19.00,46.00,73.00,,4,3,"   6.0,   6.0,   6.0,   6.0"," 0.90, 1.10, 0.95","12.6,19.0,46.0,73.0",41.20,4.90,8/3/2001 13:48:05,8/3/2001 19:39:08,0.00,255
"cr2_KJ_01",13361,,2,,8/3/2001 17:09:33,134,693,,,400.50,145.50,376.50,400.50,322.50,1.05,1.00,1.35,,,,-67.68,-69.35,0.21,86.52,-67.68,-69.36,233,12.60,44.40,60.30,69.80,,4,3," 145.5, 376.5, 400.5, 322.5"," 1.05, 1.00, 1.35","12.6,44.4,60.3,69.8",52.30,4.90,8/3/2001 13:48:04,8/3/2001 19:39:07,24.00,255
"cr2_KJ_01",13361,,1,,8/3/2001 17:12:02,118,111,,,9.00,6.00,6.00,9.00,6.00,0.95,1.00,1.00,,,,-67.68,-69.35,0.21,86.48,-67.68,-69.35,233,6.30,41.20,66.60,84.10,,4,3,"   6.0,   6.0,   9.0,   6.0"," 0.95, 1.00, 1.00"," 6.3,41.2,66.6,84.1",52.30,4.80,8/3/2001 13:48:02,8/3/2001 19:39:07,0.00,255
"cr2_KJ_01",13361,,1,,8/3/2001 17:15:24,150,84,,,9.00,6.00,6.00,9.00,9.00,1.10,1.00,0.90,,,,-67.68,-69.35,0.21,86.49,-67.68,-69.35,233,31.70,49.20,71.40,80.90,,4,3,"   6.0,   6.0,   9.0,   9.0"," 1.10, 1.00, 0.90","31.7,49.2,71.4,80.9",57.10,4.80,8/3/2001 13:48:02,8/3/2001 19:39:07,0.00,255
"cr2_KJ_01",13361,,1,,8/3/2001 17:52:30,90,219,,,79.50,30.00,79.50,48.00,39.00,0.80,0.95,0.45,,,,-67.68,-69.36,0.21,86.55,-67.68,-69.36,233,23.80,42.80,57.10,61.90,,4,3,"  30.0,  79.5,  48.0,  39.0"," 0.80, 0.95, 0.45","23.8,42.8,57.1,61.9",38.00,4.10,8/3/2001 13:48:02,8/3/2001 19:39:07,8.00,255
"cr2_KJ_01",13361,,1,,8/3/2001 17:57:03,82,183,,,121.50,27.00,51.00,121.50,27.00,0.85,1.10,0.60,,,,-67.68,-69.36,0.22,86.56,-67.68,-69.36,233,14.20,23.80,47.60,84.10,,4,3,"  27.0,  51.0, 121.5,  27.0"," 0.85, 1.10, 0.60","14.2,23.8,47.6,84.1",42.80,4.00,8/3/2001 13:48:02,8/3/2001 19:39:07,8.00,255
"cr2_KJ_01",13361,,1,,8/3/2001 18:12:26,334,789,,,424.50,376.50,424.50,400.50,376.50,1.15,0.55,1.20,,,,-67.68,-69.36,0.22,86.59,-67.68,-69.36,233,30.10,41.20,61.90,68.20,,4,3," 376.5, 424.5, 400.5, 376.5"," 1.15, 0.55, 1.20","30.1,41.2,61.9,68.2",58.70,3.80,8/3/2001 13:48:02,8/3/2001 19:39:07,24.00,255
"cr2_KJ_01",13361,,1,,8/3/2001 18:18:54,90,54,,,18.00,15.00,18.00,18.00,12.00,0.75,0.20,0.55,,,,-67.68,-69.36,0.22,86.60,-67.68,-69.36,233,20.60,41.20,49.20,69.80,,4,3,"  15.0,  18.0,  18.0,  12.0"," 0.75, 0.20, 0.55","20.6,41.2,49.2,69.8",58.70,3.20,8/3/2001 13:48:03,8/3/2001 19:39:07,0.00,255
"cr2_KJ_01",13361,,1,,8/3/2001 18:21:30,270,78,,,27.00,27.00,27.00,21.00,15.00,0.85,0.30,0.50,,,,-67.68,-69.36,0.22,86.61,-67.68,-69.36,233,23.80,28.50,49.20,74.60,,4,3,"  27.0,  27.0,  21.0,  15.0"," 0.85, 0.30, 0.50","23.8,28.5,49.2,74.6",58.70,3.20,8/3/2001 13:48:03,8/3/2001 19:39:07,8.00,255
"cr2_KJ_01",13361,,1,,8/3/2001 18:39:57,214,837,,,472.50,424.50,472.50,448.50,400.50,1.35,0.80,1.20,,,,-67.68,-69.36,0.22,86.64,-67.68,-69.36,233,28.50,38.00,60.30,69.80,,4,3," 424.5, 472.5, 448.5, 400.5"," 1.35, 0.80, 1.20","28.5,38.0,60.3,69.8",63.40,2.90,8/3/2001 13:48:03,8/3/2001 19:39:07,24.00,255
"cr2_KJ_01",13361,,1,,8/3/2001 21:36:21,462,741,,,496.50,472.50,496.50,424.50,178.50,1.20,1.10,1.25,,,,-67.70,-69.38,0.45,88.36,-67.70,-69.37,354,36.50,41.20,61.90,84.10,,4,3," 472.5, 496.5, 424.5, 178.5"," 1.20, 1.10, 1.25","36.5,41.2,61.9,84.1",53.90,-8.70,8/3/2001 13:48:20,8/3/2001 19:38:58,24.00,255
"cr2_KJ_01",13361,,1,,8/3/2001 21:48:12,462,12,,,6.00,6.00,6.00,6.00,6.00,4.73,0.20,4.73,,,,-67.70,-69.38,0.48,88.56,-67.70,-69.38,354,0.00,31.70,31.70,65.00,,4,3,"   6.0,   6.0,   6.0,   6.0"," 4.73, 0.20, 4.73"," 0.0,31.7,31.7,65.0",80.90,-10.80,8/3/2001 13:48:25,8/3/2001 19:38:55,0.00,255
"cr2_KJ_01",13361,,1,,8/3/2001 22:05:56,4,24,,,6.00,6.00,6.00,6.00,6.00,0.80,0.35,0.05,,,,-67.70,-69.37,0.43,88.37,-67.70,-69.37,354,15.80,15.80,49.20,65.00,,4,3,"   6.0,   6.0,   6.0,   6.0"," 0.80, 0.35, 0.05","15.8,15.8,49.2,65.0",49.20,-12.40,8/3/2001 13:48:23,8/3/2001 19:38:54,0.00,255
"cr2_KJ_01",13361,,1,,8/3/2001 22:06:48,24,48,,,9.00,9.00,9.00,6.00,6.00,0.00,0.50,0.45,,,,-67.70,-69.37,0.42,88.34,-67.70,-69.37,354,22.20,22.20,46.00,68.20,,4,3,"   9.0,   9.0,   6.0,   6.0"," 0.00, 0.50, 0.45","22.2,22.2,46.0,68.2",46.00,-12.50,8/3/2001 13:48:23,8/3/2001 19:38:54,0.00,255
"cr2_KJ_01",13361,,1,,8/3/2001 22:07:30,150,24,,,6.00,6.00,6.00,6.00,6.00,0.30,0.30,0.70,,,,-67.70,-69.37,0.42,88.32,-67.70,-69.37,354,12.60,41.20,41.20,69.80,,4,3,"   6.0,   6.0,   6.0,   6.0"," 0.30, 0.30, 0.70","12.6,41.2,41.2,69.8",53.90,-12.60,8/3/2001 13:48:23,8/3/2001 19:38:54,0.00,255
"cr2_KJ_01",13361,,1,,8/3/2001 22:11:06,238,66,,,9.00,6.00,9.00,9.00,9.00,0.50,0.25,0.40,,,,-67.70,-69.37,0.41,88.28,-67.70,-69.37,354,22.20,46.00,58.70,69.80,,4,3,"   6.0,   9.0,   9.0,   9.0"," 0.50, 0.25, 0.40","22.2,46.0,58.7,69.8",52.30,-12.80,8/3/2001 13:48:22,8/3/2001 19:38:54,0.00,255
"cr2_KJ_01",13361,,2,,8/3/2001 22:15:48,12,12,,,6.00,6.00,6.00,6.00,6.00,0.50,0.50,4.73,,,,-67.70,-69.37,0.41,88.29,-67.70,-69.37,354,23.80,23.80,49.20,74.60,,4,3,"   6.0,   6.0,   6.0,   6.0"," 0.50, 0.50, 4.73","23.8,23.8,49.2,74.6",52.30,-13.30,8/3/2001 13:48:23,8/3/2001 19:38:54,0.00,255
"cr2_KJ_01",13361,,2,,8/3/2001 22:16:24,462,24,,,6.00,6.00,6.00,6.00,6.00,0.25,0.20,0.50,,,,-67.70,-69.37,0.41,88.29,-67.70,-69.37,354,12.60,41.20,55.50,69.80,,4,3,"   6.0,   6.0,   6.0,   6.0"," 0.25, 0.20, 0.50","12.6,41.2,55.5,69.8",52.30,-13.40,8/3/2001 13:48:23,8/3/2001 19:38:54,0.00,255
"cr2_KJ_01",13361,,1,,8/3/2001 22:55:14,166,12,,,6.00,6.00,6.00,6.00,6.00,4.73,0.00,4.73,,,,-67.71,-69.37,0.41,88.40,-67.71,-69.37,354,0.00,31.70,31.70,65.00,,4,3,"   6.0,   6.0,   6.0,   6.0"," 4.73, 0.00, 4.73"," 0.0,31.7,31.7,65.0",63.40,-17.00,8/3/2001 13:48:25,8/3/2001 19:38:49,0.00,255
"cr2_KJ_01",13361,,1,,8/3/2001 22:58:12,270,12,,,6.00,6.00,6.00,6.00,6.00,4.73,0.45,4.73,,,,-67.71,-69.37,0.41,88.40,-67.71,-69.37,354,0.00,31.70,31.70,65.00,,4,3,"   6.0,   6.0,   6.0,   6.0"," 4.73, 0.45, 4.73"," 0.0,31.7,31.7,65.0",71.40,-17.30,8/3/2001 13:48:26,8/3/2001 19:38:49,0.00,255
